stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
56,0.5,3.0,75.0820869000163,,75.06665559997782,75.0820869000163,75.5817892998457,75.5817892998457,75.59740129997954,75.89696449995972,76.53242259984836,left,-3.0,1,1,0.9410523001570255,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
57,0.5,2.5,76.54763919999823,,76.53256809990853,76.54763919999823,77.04411879996769,77.04411879996769,77.06027000001632,77.34378289990127,77.83045919984579,left,-2.5,0,0,0.7799986999016255,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
58,0.5,3.0,77.84636249998584,,77.83060429990292,77.84636249998584,78.34574689995497,78.34574689995497,78.36177109996788,78.66127509996295,79.6251568000298,right,3.0,1,1,1.274233300006017,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
59,0.5,3.0,79.64152719988488,,79.62521429988556,79.64152719988488,80.12388690002263,80.12388690002263,80.15189890004694,80.42436710000038,81.79096199991181,right,3.0,1,1,1.656458399957046,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
60,0.5,3.0,81.80572309996933,,81.79102810006589,81.80572309996933,82.30560630001128,82.30560630001128,82.30560630001128,82.60575350001454,84.25928739993833,left,-3.0,0,0,1.9453634000383317,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
61,0.5,3.5,84.27249850006774,,84.25942859984934,84.27249850006774,84.77081099990755,84.77081099990755,84.78815259994008,85.0690947000403,86.32336529996246,right,3.5,1,1,1.539809900103137,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
62,0.5,3.5,86.33767449995503,,86.32350150006823,86.33767449995503,86.83426759997383,86.83426759997383,86.85163419996388,87.13417349988595,88.15167140006088,right,3.5,1,1,1.3145538000389934,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
63,0.5,3.5,88.16655840002932,,88.15173549996689,88.16655840002932,88.66613959986717,88.66613959986717,88.66613959986717,88.96553119993769,89.58697999990545,left,-3.5,0,0,0.914738800143823,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
64,0.5,4.0,89.60105809988454,,89.58712369995192,89.60105809988454,90.09786639991216,90.09786639991216,90.11525819986127,90.39767049998045,91.4815179000143,right,4.0,1,1,1.3718733000569046,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
65,0.5,4.0,91.49674899992533,,91.48157469998114,91.49674899992533,91.9962164000608,91.9962164000608,91.9962164000608,92.29687609989196,92.66392469988205,right,4.0,1,1,0.6639409000054002,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
66,0.5,4.0,92.67938970006071,,92.66398219997063,92.67938970006071,93.16440050001256,93.16440050001256,93.18032439984381,93.4640456000343,94.6979972999543,left,-4.0,1,1,1.522807199973613,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
67,0.5,3.5,94.71194269997068,,94.69813979999162,94.71194269997068,95.2102854999248,95.2102854999248,95.22649220004678,95.51018800004385,95.996552699944,left,-3.5,1,1,0.7700551999732852,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
68,0.5,3.5,96.01310259988531,,95.99668859993108,96.01310259988531,96.50907959998585,96.50907959998585,96.5251486999914,96.80861659999937,97.59222340001725,right,3.5,1,1,1.0822024000808597,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
69,0.5,3.5,97.60832230001688,,97.5922904999461,97.60832230001688,98.10761549999006,98.10761549999006,98.12382419989444,98.40730539988726,99.87601300003007,left,-3.5,0,0,1.7654634998179972,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
70,0.5,4.0,99.8914691999089,,99.87614040006883,99.8914691999089,100.39104179991409,100.39104179991409,100.40566389984451,100.69171019992791,101.09325779997744,left,-4.0,1,1,0.6914200000464916,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
71,0.5,4.0,101.10720749991015,,101.09344069985673,101.10720749991015,101.60644169989973,101.60644169989973,101.60644169989973,101.90628109988756,102.19232779997401,right,4.0,0,0,0.5765471998602152,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
72,0.5,4.5,102.20591220003553,,102.1924735000357,102.20591220003553,102.70392200001515,102.70392200001515,102.72111699986272,103.00238980003633,103.3576189999003,right,4.5,0,0,0.6502170001622289,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
73,0.5,5.0,103.3720271999482,,103.35776089993306,103.3720271999482,103.86846500006504,103.86846500006504,103.8855639998801,104.16819959995337,104.78562700003386,right,5.0,1,1,0.9132501999847591,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
74,0.5,5.0,104.8007708999794,,104.78568319999613,104.8007708999794,105.30037279985845,105.30037279985845,105.30037279985845,105.60027789999731,106.05589199997485,left,-5.0,1,1,0.752278900006786,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
75,0.5,5.0,106.06905439984985,,106.05606719991192,106.06905439984985,106.5689771999605,106.5689771999605,106.5689771999605,106.86801650002599,107.5875790999271,right,5.0,1,1,1.0153248000424355,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
76,0.5,4.5,107.60036369995214,,107.58773080003448,107.60036369995214,108.09879259997979,108.09879259997979,108.11442729993723,108.41398869990371,108.63603969989344,left,-4.5,1,1,0.5278078000992537,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
77,0.5,4.5,108.65013249986805,,108.63617659988813,108.65013249986805,109.1467841998674,109.1467841998674,109.16438520001248,109.44869669992477,109.65069949999452,right,4.5,0,0,0.4969173001591116,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
78,0.5,5.0,109.66685399995185,,109.65084819984622,109.66685399995185,110.16313040000387,110.16313040000387,110.17911809985526,110.46259139990434,110.90097730001435,right,5.0,1,1,0.728540200041607,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
79,0.5,5.0,110.91468439996243,,110.90111149987206,110.91468439996243,111.41248339996673,111.41248339996673,111.42981890006922,111.72814009990543,111.81233239988796,right,5.0,1,1,0.3953997001517564,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
80,0.5,5.0,111.8280994000379,,111.81240649987012,111.8280994000379,112.32774939993396,112.32774939993396,112.32774939993396,112.63053369987756,113.04561689984985,right,5.0,1,1,0.7112523000687361,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
81,0.5,4.5,113.06147499987856,,113.04571329988539,113.06147499987856,113.54570690006949,113.54570690006949,113.56333949998952,113.84474450000562,113.96477319998667,right,4.5,1,1,0.4138340998906642,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
82,0.5,4.5,113.97797439992428,,113.96491209999658,113.97797439992428,114.47532389988191,114.47532389988191,114.49263820005581,114.77726119989529,115.22996210004203,right,4.5,1,1,0.746749599929899,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
83,0.5,4.5,115.24340460007079,,115.2301024000626,115.24340460007079,115.74053549999371,115.74053549999371,115.75781290000305,116.04253549990244,116.27803589985706,right,4.5,1,1,0.5344193000346422,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
